,id,Yield
2897,76948,8.93
2898,76949,12.14
2899,76950,7.47
2900,76951,12.67
2901,76952,10.4
2902,76953,9.93
2903,76954,11.79
2904,76955,8.03
2905,76956,9.84
2906,76957,8.67
2907,76958,9.54
2908,76959,10.38
2909,76960,11.5
2910,76961,12.34
2911,76962,10.76
2912,76963,10.31
2913,76964,9.27
2914,76965,14.75
2915,76966,7.99
2916,76967,9.54
2917,76968,6.79
2918,76969,11.0
2919,76970,7.58
2920,76971,12.08
2921,76972,9.88
2922,76973,5.77
2923,76974,10.97
2924,76975,5.98
2925,76976,8.61
2926,76977,7.47
2927,76978,16.11
2928,76979,12.3
2929,76980,4.82
2930,76981,10.31
2931,76982,10.2
2932,76983,9.37
2933,76984,9.01
2934,76985,9.89
2935,76986,10.31
2936,76987,9.17
2937,76988,16.11
2938,76989,9.54
2939,76990,8.69
2940,76991,11.19
2941,76992,16.47
2942,76993,6.79
2943,76994,10.47
2944,76995,10.9
2945,76996,8.49
2946,76997,10.47
2947,76998,8.35
2948,76999,9.45
2949,77000,12.37
2950,77001,4.14
2951,77002,8.98
2952,77003,8.62
2953,77004,6.33
2954,77005,9.92
2955,77006,10.31
2956,77007,12.97
2957,77008,11.07
2958,77009,6.69
2959,77010,6.73
2960,77011,8.54
2961,77012,9.04
2962,77013,12.09
2963,77014,6.84
2964,77015,6.84
2965,77016,9.57
2966,77017,13.4
2967,77018,8.89
2968,77019,10.14
2969,77020,8.96
2970,77021,9.37
2971,77022,11.3
2972,77023,12.7
2973,77024,13.4
2974,77025,6.84
2975,77026,8.4
2976,77027,11.01
2977,77028,10.31
2978,77029,4.66
2979,77030,12.05
2980,77031,13.4
2981,77032,9.19
2982,77033,11.68
2983,77034,7.58
2984,77035,6.84
2985,77036,11.14
2986,77037,14.67
2987,77038,10.83
2988,77039,4.57
2989,77040,8.46
2990,77041,10.99
2991,77042,12.35
2992,77043,8.74
2993,77044,11.5
2994,77045,11.15
2995,77046,11.14
2996,77047,6.25
2997,77048,7.47
2998,77049,11.66
2999,77050,10.69
3000,77051,9.92
3001,77052,11.82
3002,77053,8.54
3003,77054,9.57
3004,77055,14.12
3005,77056,7.58
3006,77057,4.83
3007,77058,9.6
3008,77059,9.92
3009,77060,11.14
3010,77061,9.35
3011,77062,11.05
3012,77063,9.09
3013,77064,9.34
3014,77065,11.14
3015,77066,9.54
3016,77067,7.86
3017,77068,7.58
3018,77069,12.89
3019,77070,12.52
3020,77071,9.37
3021,77072,9.16
3022,77073,14.36
3023,77074,7.74
3024,77075,7.73
3025,77076,7.47
3026,77077,11.24
3027,77078,6.21
3028,77079,6.33
3029,77080,11.75
3030,77081,7.47
3031,77082,8.52
3032,77083,9.83
3033,77084,11.87
3034,77085,7.47
3035,77086,10.29
3036,77087,9.54
3037,77088,10.76
3038,77089,10.86
3039,77090,8.68
3040,77091,7.58
3041,77092,11.19
3042,77093,9.65
3043,77094,4.91
3044,77095,11.92
3045,77096,9.37
3046,77097,4.78
3047,77098,11.32
3048,77099,8.19
3049,77100,12.09
3050,77101,12.97
3051,77102,8.61
3052,77103,6.84
3053,77104,11.52
3054,77105,9.33
3055,77106,6.84
3056,77107,12.43
3057,77108,8.03
3058,77109,6.21
3059,77110,11.01
3060,77111,12.76
3061,77112,12.23
3062,77113,6.21
3063,77114,10.18
3064,77115,12.09
3065,77116,12.53
3066,77117,11.12
3067,77118,10.4
3068,77119,6.33
3069,77120,11.02
3070,77121,11.18
3071,77122,6.84
3072,77123,9.19
3073,77124,14.12
3074,77125,6.84
3075,77126,9.93
3076,77127,9.04
3077,77128,13.4
3078,77129,10.69
3079,77130,9.8
3080,77131,6.79
3081,77132,7.58
3082,77133,9.59
3083,77134,11.82
3084,77135,10.9
3085,77136,8.89
3086,77137,7.58
3087,77138,12.43
3088,77139,11.82
3089,77140,13.4
3090,77141,9.25
3091,77142,11.3
3092,77143,6.84
3093,77144,8.49
3094,77145,10.45
3095,77146,11.75
3096,77147,6.25
3097,77148,9.23
3098,77149,8.68
3099,77150,6.79
3100,77151,9.88
3101,77152,9.97
3102,77153,14.56
3103,77154,10.71
3104,77155,7.58
3105,77156,11.14
3106,77157,8.95
3107,77158,7.58
3108,77159,8.91
3109,77160,7.68
3110,77161,10.69
3111,77162,16.39
3112,77163,14.12
3113,77164,9.88
3114,77165,7.58
3115,77166,13.15
3116,77167,11.6
3117,77168,11.1
3118,77169,5.57
3119,77170,4.77
3120,77171,11.92
3121,77172,7.68
3122,77173,8.98
3123,77174,11.82
3124,77175,12.15
3125,77176,11.74
3126,77177,6.84
3127,77178,5.56
3128,77179,9.85
3129,77180,11.02
3130,77181,16.81
3131,77182,10.69
3132,77183,10.85
3133,77184,9.36
3134,77185,9.66
3135,77186,12.83
3136,77187,4.87
3137,77188,11.75
3138,77189,16.39
3139,77190,10.05
3140,77191,9.54
3141,77192,12.3
3142,77193,12.01
3143,77194,4.86
3144,77195,7.47
3145,77196,8.89
3146,77197,10.69
3147,77198,11.84
3148,77199,7.47
3149,77200,8.03
3150,77201,11.02
3151,77202,9.54
3152,77203,14.28
3153,77204,11.02
3154,77205,5.61
3155,77206,10.69
3156,77207,9.76
3157,77208,12.35
3158,77209,11.75
3159,77210,12.97
3160,77211,9.22
3161,77212,10.4
3162,77213,8.49
3163,77214,4.14
3164,77215,6.84
3165,77216,6.6
3166,77217,9.8
3167,77218,11.42
3168,77219,9.23
3169,77220,7.68
3170,77221,14.03
3171,77222,6.84
3172,77223,14.8
3173,77224,9.88
3174,77225,9.57
3175,77226,5.46
3176,77227,10.3
3177,77228,11.3
3178,77229,12.61
3179,77230,11.12
3180,77231,11.05
3181,77232,10.9
3182,77233,11.81
3183,77234,9.97
3184,77235,11.15
3185,77236,7.68
3186,77237,10.69
3187,77238,10.05
3188,77239,9.54
3189,77240,9.54
3190,77241,7.68
3191,77242,6.84
3192,77243,12.7
3193,77244,12.17
3194,77245,11.3
3195,77246,13.84
3196,77247,9.23
3197,77248,10.45
3198,77249,5.9
3199,77250,9.47
3200,77251,10.09
3201,77252,9.92
3202,77253,10.9
3203,77254,9.23
3204,77255,12.53
3205,77256,10.98
3206,77257,7.68
3207,77258,16.65
3208,77259,12.26
3209,77260,11.7
3210,77261,9.8
3211,77262,14.28
3212,77263,8.53
3213,77264,11.69
3214,77265,6.84
3215,77266,11.92
3216,77267,10.53
3217,77268,5.53
3218,77269,9.6
3219,77270,9.71
3220,77271,9.21
3221,77272,7.68
3222,77273,12.34
3223,77274,9.69
3224,77275,8.79
3225,77276,7.58
3226,77277,11.3
3227,77278,8.19
3228,77279,10.69
3229,77280,11.3
3230,77281,9.93
3231,77282,10.06
3232,77283,10.85
3233,77284,8.52
3234,77285,4.24
3235,77286,9.27
3236,77287,5.61
3237,77288,6.84
3238,77289,11.01
3239,77290,6.79
3240,77291,10.9
3241,77292,12.34
3242,77293,15.01
3243,77294,8.57
3244,77295,11.0
3245,77296,8.69
3246,77297,12.95
3247,77298,8.98
3248,77299,8.08
3249,77300,12.28
3250,77301,12.57
3251,77302,4.76
3252,77303,9.37
3253,77304,7.58
3254,77305,7.58
3255,77306,5.53
3256,77307,9.6
3257,77308,15.0
3258,77309,6.25
3259,77310,6.33
3260,77311,11.75
3261,77312,11.0
3262,77313,9.6
3263,77314,13.62
3264,77315,10.26
3265,77316,7.68
3266,77317,9.94
3267,77318,11.14
3268,77319,9.47
3269,77320,9.89
3270,77321,7.58
3271,77322,7.47
3272,77323,14.23
3273,77324,13.13
3274,77325,6.84
3275,77326,10.51
3276,77327,5.44
3277,77328,12.59
3278,77329,11.02
3279,77330,14.06
3280,77331,12.52
3281,77332,9.93
3282,77333,8.35
3283,77334,13.92
3284,77335,14.05
3285,77336,9.71
3286,77337,13.51
3287,77338,10.69
3288,77339,6.4
3289,77340,6.84
3290,77341,4.89
3291,77342,10.51
3292,77343,9.01
3293,77344,6.84
3294,77345,10.9
3295,77346,8.62
3296,77347,10.4
3297,77348,13.4
3298,77349,12.36
3299,77350,11.7
3300,77351,9.73
3301,77352,11.75
3302,77353,10.9
3303,77354,10.69
3304,77355,12.93
3305,77356,7.68
3306,77357,10.31
3307,77358,9.38
3308,77359,11.88
3309,77360,6.79
3310,77361,6.84
3311,77362,6.62
3312,77363,10.54
3313,77364,5.31
3314,77365,11.87
3315,77366,12.52
3316,77367,9.37
3317,77368,12.97
3318,77369,9.79
3319,77370,13.17
3320,77371,10.31
3321,77372,9.41
3322,77373,16.88
3323,77374,9.47
3324,77375,9.92
3325,77376,11.69
3326,77377,10.01
3327,77378,10.6
3328,77379,17.16
3329,77380,10.31
3330,77381,11.18
3331,77382,6.0
3332,77383,16.81
3333,77384,11.58
3334,77385,7.47
3335,77386,10.76
3336,77387,9.89
3337,77388,11.28
3338,77389,9.81
3339,77390,5.7
3340,77391,11.31
3341,77392,11.75
3342,77393,11.28
3343,77394,13.21
3344,77395,6.46
3345,77396,12.52
3346,77397,9.6
3347,77398,6.84
3348,77399,7.64
3349,77400,6.62
3350,77401,13.95
3351,77402,9.88
3352,77403,14.75
3353,77404,9.8
3354,77405,6.79
3355,77406,13.4
3356,77407,12.14
3357,77408,10.3
3358,77409,9.54
3359,77410,7.58
3360,77411,13.09
3361,77412,11.75
3362,77413,6.46
3363,77414,9.47
3364,77415,8.89
3365,77416,6.6
3366,77417,7.47
3367,77418,10.08
3368,77419,7.58
3369,77420,10.12
3370,77421,13.64
3371,77422,11.19
3372,77423,15.68
3373,77424,7.68
3374,77425,12.01
3375,77426,7.58
3376,77427,9.54
3377,77428,7.47
3378,77429,10.39
3379,77430,9.97
3380,77431,13.8
3381,77432,13.4
3382,77433,7.68
3383,77434,9.48
3384,77435,4.91
3385,77436,12.83
3386,77437,6.73
3387,77438,11.92
3388,77439,6.84
3389,77440,11.32
3390,77441,9.23
3391,77442,7.58
3392,77443,9.19
3393,77444,11.3
3394,77445,9.93
3395,77446,4.14
3396,77447,11.31
3397,77448,11.75
3398,77449,9.54
3399,77450,12.83
3400,77451,10.4
3401,77452,8.89
3402,77453,9.27
3403,77454,10.69
3404,77455,13.17
3405,77456,11.87
3406,77457,11.28
3407,77458,9.6
3408,77459,11.74
3409,77460,9.23
3410,77461,9.05
3411,77462,6.84
3412,77463,13.4
3413,77464,10.62
3414,77465,12.13
3415,77466,8.96
3416,77467,4.91
3417,77468,4.14
3418,77469,6.73
3419,77470,14.41
3420,77471,12.27
3421,77472,6.67
3422,77473,7.79
3423,77474,13.25
3424,77475,10.89
3425,77476,7.79
3426,77477,7.58
3427,77478,10.69
3428,77479,10.69
3429,77480,8.62
3430,77481,10.69
3431,77482,6.33
3432,77483,11.72
3433,77484,7.95
3434,77485,13.15
3435,77486,11.92
3436,77487,11.15
3437,77488,9.3
3438,77489,10.0
3439,77490,10.85
3440,77491,6.73
3441,77492,12.31
3442,77493,7.57
3443,77494,9.47
3444,77495,13.4
3445,77496,11.3
3446,77497,11.3
3447,77498,10.69
3448,77499,13.1
3449,77500,10.69
3450,77501,14.77
3451,77502,9.97
3452,77503,9.73
3453,77504,6.79
3454,77505,6.79
3455,77506,12.1
3456,77507,9.72
3457,77508,11.55
3458,77509,5.22
3459,77510,11.66
3460,77511,11.74
3461,77512,11.19
3462,77513,4.14
3463,77514,11.02
3464,77515,10.67
3465,77516,11.01
3466,77517,9.93
3467,77518,10.85
3468,77519,9.86
3469,77520,11.88
3470,77521,9.11
3471,77522,9.38
3472,77523,11.82
3473,77524,6.25
3474,77525,4.23
3475,77526,11.74
3476,77527,12.22
3477,77528,10.8
3478,77529,10.31
3479,77530,9.76
3480,77531,6.84
3481,77532,9.3
3482,77533,14.03
3483,77534,8.68
3484,77535,6.4
3485,77536,6.79
3486,77537,9.93
3487,77538,8.03
3488,77539,10.31
3489,77540,6.79
3490,77541,13.4
3491,77542,9.77
3492,77543,11.75
3493,77544,7.58
3494,77545,11.74
3495,77546,14.32
3496,77547,5.53
3497,77548,8.62
3498,77549,13.21
3499,77550,9.54
3500,77551,10.45
3501,77552,12.83
3502,77553,10.36
3503,77554,11.74
3504,77555,10.15
3505,77556,10.63
3506,77557,8.91
3507,77558,9.6
3508,77559,11.12
3509,77560,8.46
3510,77561,11.05
3511,77562,9.65
3512,77563,11.75
3513,77564,12.52
3514,77565,11.3
3515,77566,11.55
3516,77567,9.85
3517,77568,11.15
3518,77569,8.45
3519,77570,7.68
3520,77571,8.48
3521,77572,6.73
3522,77573,6.4
3523,77574,5.53
3524,77575,10.27
3525,77576,6.62
3526,77577,7.74
3527,77578,6.84
3528,77579,9.73
3529,77580,11.32
3530,77581,7.58
3531,77582,14.32
3532,77583,12.49
3533,77584,14.32
3534,77585,9.92
3535,77586,6.73
3536,77587,7.95
3537,77588,12.3
3538,77589,14.51
3539,77590,12.49
3540,77591,14.18
3541,77592,6.67
3542,77593,4.65
3543,77594,7.47
3544,77595,13.78
3545,77596,9.8
3546,77597,8.58
3547,77598,8.46
3548,77599,5.64
3549,77600,11.64
3550,77601,6.25
3551,77602,12.25
3552,77603,7.68
3553,77604,8.03
3554,77605,13.69
3555,77606,9.54
3556,77607,5.53
3557,77608,4.55
3558,77609,9.3
3559,77610,9.65
3560,77611,10.69
3561,77612,6.21
3562,77613,6.84
3563,77614,8.77
3564,77615,7.58
3565,77616,10.45
3566,77617,11.01
3567,77618,9.07
3568,77619,11.12
3569,77620,10.83
3570,77621,13.4
3571,77622,12.17
3572,77623,5.98
3573,77624,7.73
3574,77625,10.49
3575,77626,9.71
3576,77627,11.02
3577,77628,11.18
3578,77629,8.89
3579,77630,7.58
3580,77631,8.89
3581,77632,14.75
3582,77633,12.34
3583,77634,10.8
3584,77635,6.84
3585,77636,5.57
3586,77637,8.37
3587,77638,6.33
3588,77639,8.57
3589,77640,9.8
3590,77641,13.4
3591,77642,9.36
3592,77643,9.23
3593,77644,8.73
3594,77645,8.3
3595,77646,10.02
3596,77647,9.65
3597,77648,9.95
3598,77649,10.85
3599,77650,11.02
3600,77651,9.54
3601,77652,12.76
3602,77653,13.69
3603,77654,10.45
3604,77655,7.58
3605,77656,6.33
3606,77657,6.25
3607,77658,7.89
3608,77659,13.4
3609,77660,8.49
3610,77661,9.88
3611,77662,6.84
3612,77663,7.47
3613,77664,10.31
3614,77665,5.57
3615,77666,11.58
3616,77667,7.58
3617,77668,11.91
3618,77669,11.21
3619,77670,9.27
3620,77671,16.33
3621,77672,12.31
3622,77673,10.85
3623,77674,9.37
3624,77675,10.69
3625,77676,9.77
3626,77677,13.09
3627,77678,7.47
3628,77679,13.09
3629,77680,7.47
3630,77681,8.35
3631,77682,15.39
3632,77683,12.19
3633,77684,4.86
3634,77685,11.02
3635,77686,13.08
3636,77687,11.98
3637,77688,10.93
3638,77689,8.87
3639,77690,11.3
3640,77691,10.69
3641,77692,9.77
3642,77693,5.56
3643,77694,10.31
3644,77695,11.14
3645,77696,7.89
3646,77697,7.57
3647,77698,12.34
3648,77699,6.09
3649,77700,9.54
3650,77701,8.96
3651,77702,13.15
3652,77703,10.31
3653,77704,10.12
3654,77705,9.57
3655,77706,9.47
3656,77707,6.25
3657,77708,7.47
3658,77709,9.23
3659,77710,7.95
3660,77711,9.88
3661,77712,10.35
3662,77713,11.14
3663,77714,9.22
3664,77715,11.66
3665,77716,10.45
3666,77717,9.93
3667,77718,7.58
3668,77719,4.87
3669,77720,7.47
3670,77721,9.93
3671,77722,11.01
3672,77723,9.6
3673,77724,9.93
3674,77725,9.6
3675,77726,10.69
3676,77727,13.51
3677,77728,11.0
3678,77729,12.43
3679,77730,10.69
3680,77731,9.69
3681,77732,9.6
3682,77733,8.96
3683,77734,11.84
3684,77735,9.54
3685,77736,7.68
3686,77737,10.51
3687,77738,10.85
3688,77739,11.12
3689,77740,9.83
3690,77741,10.76
3691,77742,8.87
3692,77743,7.58
3693,77744,10.89
3694,77745,10.86
3695,77746,7.58
3696,77747,8.49
3697,77748,4.75
3698,77749,9.97
3699,77750,13.64
3700,77751,8.89
3701,77752,7.95
3702,77753,12.09
3703,77754,7.89
3704,77755,10.0
3705,77756,8.56
3706,77757,9.54
3707,77758,9.62
3708,77759,7.68
3709,77760,11.92
3710,77761,10.26
3711,77762,7.58
3712,77763,10.9
3713,77764,11.01
3714,77765,12.53
3715,77766,13.4
3716,77767,8.46
3717,77768,10.27
3718,77769,11.75
3719,77770,12.73
3720,77771,4.6
3721,77772,12.43
3722,77773,10.85
3723,77774,10.93
3724,77775,6.32
3725,77776,13.4
3726,77777,6.84
3727,77778,8.64
3728,77779,10.27
3729,77780,10.64
3730,77781,6.4
3731,77782,13.72
3732,77783,9.16
3733,77784,11.01
3734,77785,6.84
3735,77786,14.02
3736,77787,6.84
3737,77788,9.47
3738,77789,10.25
3739,77790,8.4
3740,77791,10.31
3741,77792,9.57
3742,77793,11.03
3743,77794,10.33
3744,77795,9.44
3745,77796,10.13
3746,77797,9.71
3747,77798,7.58
3748,77799,10.76
3749,77800,11.15
3750,77801,10.31
3751,77802,9.6
3752,77803,9.54
3753,77804,11.28
3754,77805,8.03
3755,77806,9.89
3756,77807,14.23
3757,77808,13.17
3758,77809,10.31
3759,77810,12.25
3760,77811,10.2
3761,77812,6.84
3762,77813,6.78
3763,77814,8.73
3764,77815,10.9
3765,77816,10.69
3766,77817,6.84
3767,77818,10.89
3768,77819,7.68
3769,77820,6.4
3770,77821,6.73
3771,77822,11.12
3772,77823,13.87
3773,77824,9.89
3774,77825,8.03
3775,77826,14.05
3776,77827,10.33
3777,77828,9.85
3778,77829,6.4
3779,77830,11.75
3780,77831,11.02
3781,77832,12.3
3782,77833,5.57
3783,77834,10.97
3784,77835,7.68
3785,77836,13.62
3786,77837,10.6
3787,77838,11.3
3788,77839,10.15
3789,77840,8.49
3790,77841,6.84
3791,77842,15.68
3792,77843,9.01
3793,77844,8.89
3794,77845,8.83
3795,77846,10.31
3796,77847,11.72
3797,77848,13.4
3798,77849,14.03
3799,77850,11.84
3800,77851,9.47
3801,77852,12.09
3802,77853,10.85
3803,77854,7.54
3804,77855,11.3
3805,77856,7.79
3806,77857,11.3
3807,77858,9.88
3808,77859,11.43
3809,77860,10.86
3810,77861,9.47
3811,77862,11.84
3812,77863,7.47
3813,77864,10.33
3814,77865,10.31
3815,77866,6.84
3816,77867,7.58
3817,77868,9.54
3818,77869,11.14
3819,77870,13.4
3820,77871,10.45
3821,77872,11.75
3822,77873,14.04
3823,77874,8.62
3824,77875,9.54
3825,77876,7.68
3826,77877,5.72
3827,77878,6.84
3828,77879,9.54
3829,77880,6.79
3830,77881,12.53
3831,77882,11.77
3832,77883,7.58
3833,77884,7.47
3834,77885,9.01
3835,77886,11.3
3836,77887,9.46
3837,77888,7.47
3838,77889,7.02
3839,77890,6.73
3840,77891,9.54
3841,77892,7.47
3842,77893,7.58
3843,77894,10.62
3844,77895,7.74
3845,77896,11.3
3846,77897,10.62
3847,77898,9.84
3848,77899,10.69
3849,77900,7.68
3850,77901,9.16
3851,77902,7.68
3852,77903,10.31
3853,77904,8.42
3854,77905,9.81
3855,77906,9.93
3856,77907,11.05
3857,77908,9.6
3858,77909,8.19
3859,77910,10.3
3860,77911,10.69
3861,77912,12.41
3862,77913,13.42
3863,77914,7.47
3864,77915,8.58
3865,77916,10.98
3866,77917,10.71
3867,77918,7.68
3868,77919,8.42
3869,77920,15.36
3870,77921,12.5
3871,77922,10.31
3872,77923,11.68
3873,77924,12.32
3874,77925,13.54
3875,77926,11.15
3876,77927,8.89
3877,77928,6.84
3878,77929,11.14
3879,77930,10.31
3880,77931,6.79
3881,77932,8.35
3882,77933,11.75
3883,77934,9.93
3884,77935,11.75
3885,77936,7.47
3886,77937,13.51
3887,77938,10.31
3888,77939,10.4
3889,77940,10.31
3890,77941,9.88
3891,77942,6.21
3892,77943,15.92
3893,77944,12.01
3894,77945,9.98
3895,77946,9.92
3896,77947,6.25
3897,77948,6.84
3898,77949,8.96
3899,77950,9.18
3900,77951,10.9
3901,77952,6.84
3902,77953,12.52
3903,77954,4.75
3904,77955,11.69
3905,77956,11.96
3906,77957,6.79
3907,77958,10.9
3908,77959,9.02
3909,77960,15.35
3910,77961,10.94
3911,77962,10.62
3912,77963,7.68
3913,77964,9.92
3914,77965,11.0
3915,77966,12.66
3916,77967,11.14
3917,77968,8.83
3918,77969,6.11
3919,77970,9.71
3920,77971,9.37
3921,77972,13.44
3922,77973,6.4
3923,77974,12.43
3924,77975,14.28
3925,77976,5.53
3926,77977,12.44
3927,77978,11.54
3928,77979,5.51
3929,77980,6.33
3930,77981,13.86
3931,77982,7.47
3932,77983,8.68
3933,77984,6.84
3934,77985,12.01
3935,77986,11.01
3936,77987,6.33
3937,77988,8.89
3938,77989,10.9
3939,77990,11.74
3940,77991,12.09
3941,77992,7.68
3942,77993,10.31
3943,77994,10.98
3944,77995,6.73
3945,77996,12.21
3946,77997,9.71
3947,77998,6.79
3948,77999,6.46
3949,78000,11.21
3950,78001,11.01
3951,78002,13.17
3952,78003,11.82
3953,78004,12.09
3954,78005,12.36
3955,78006,12.47
3956,78007,10.33
3957,78008,13.32
3958,78009,12.43
3959,78010,9.09
3960,78011,10.69
3961,78012,6.84
3962,78013,7.58
3963,78014,5.53
3964,78015,6.4
3965,78016,6.78
3966,78017,12.09
3967,78018,11.55
3968,78019,12.09
3969,78020,8.89
3970,78021,10.9
3971,78022,10.06
3972,78023,9.71
3973,78024,10.9
3974,78025,4.34
3975,78026,9.89
3976,78027,7.68
3977,78028,9.65
3978,78029,10.45
3979,78030,13.4
3980,78031,13.4
3981,78032,9.06
3982,78033,4.67
3983,78034,10.9
3984,78035,9.27
3985,78036,10.69
3986,78037,9.47
3987,78038,8.96
3988,78039,11.41
3989,78040,11.05
3990,78041,6.67
3991,78042,11.12
3992,78043,8.82
3993,78044,9.13
3994,78045,6.4
3995,78046,11.19
3996,78047,6.33
3997,78048,6.84
3998,78049,10.98
3999,78050,9.71
4000,78051,10.85
4001,78052,9.53
4002,78053,7.73
4003,78054,13.25
4004,78055,10.24
4005,78056,11.92
4006,78057,9.12
4007,78058,9.52
4008,78059,8.89
4009,78060,9.54
4010,78061,9.6
4011,78062,9.47
4012,78063,6.4
4013,78064,6.33
4014,78065,8.19
4015,78066,11.18
4016,78067,9.27
4017,78068,9.33
4018,78069,9.33
4019,78070,11.74
4020,78071,14.03
4021,78072,10.26
4022,78073,9.57
4023,78074,9.97
4024,78075,7.95
4025,78076,10.84
4026,78077,11.01
4027,78078,12.53
4028,78079,10.9
4029,78080,9.19
4030,78081,13.8
4031,78082,9.88
4032,78083,12.01
4033,78084,9.79
4034,78085,9.36
4035,78086,11.39
4036,78087,9.6
4037,78088,9.37
4038,78089,5.46
4039,78090,11.17
4040,78091,8.03
4041,78092,14.03
4042,78093,11.33
4043,78094,12.43
4044,78095,5.01
4045,78096,9.32
4046,78097,12.13
4047,78098,6.84
4048,78099,8.53
4049,78100,7.74
4050,78101,12.53
4051,78102,10.13
4052,78103,10.9
4053,78104,10.31
4054,78105,10.47
4055,78106,5.34
4056,78107,9.86
4057,78108,10.51
4058,78109,7.73
4059,78110,9.88
4060,78111,7.47
4061,78112,7.47
4062,78113,11.84
4063,78114,10.36
4064,78115,8.19
4065,78116,6.79
4066,78117,13.4
4067,78118,8.91
4068,78119,11.7
4069,78120,8.57
4070,78121,7.68
4071,78122,7.98
4072,78123,9.75
4073,78124,9.88
4074,78125,11.38
4075,78126,9.31
4076,78127,10.51
4077,78128,6.67
4078,78129,4.85
4079,78130,12.42
4080,78131,10.31
4081,78132,10.9
4082,78133,10.12
4083,78134,9.88
4084,78135,11.83
4085,78136,9.96
4086,78137,10.62
4087,78138,9.06
4088,78139,8.89
4089,78140,12.28
4090,78141,9.31
4091,78142,9.02
4092,78143,11.19
4093,78144,13.7
4094,78145,11.49
4095,78146,9.88
4096,78147,11.32
4097,78148,7.57
4098,78149,13.4
4099,78150,10.31
4100,78151,10.26
4101,78152,9.97
4102,78153,6.84
4103,78154,9.8
4104,78155,9.54
4105,78156,9.44
4106,78157,10.9
4107,78158,14.18
4108,78159,6.84
4109,78160,10.85
4110,78161,10.98
4111,78162,16.81
4112,78163,8.35
4113,78164,16.11
4114,78165,11.31
4115,78166,14.28
4116,78167,5.53
4117,78168,11.92
4118,78169,12.4
4119,78170,11.01
4120,78171,10.31
4121,78172,11.75
4122,78173,6.67
4123,78174,4.29
4124,78175,11.95
4125,78176,6.84
4126,78177,11.14
4127,78178,11.0
4128,78179,11.75
4129,78180,6.4
4130,78181,11.0
4131,78182,7.68
4132,78183,9.38
4133,78184,8.57
4134,78185,10.51
4135,78186,14.03
4136,78187,11.68
4137,78188,9.47
4138,78189,4.14
4139,78190,11.12
4140,78191,9.88
4141,78192,15.8
4142,78193,8.08
4143,78194,12.17
4144,78195,10.39
4145,78196,9.83
4146,78197,11.75
4147,78198,10.56
4148,78199,12.07
4149,78200,9.54
4150,78201,11.72
4151,78202,9.27
4152,78203,6.73
4153,78204,9.75
4154,78205,11.61
4155,78206,10.3
4156,78207,12.44
4157,78208,4.68
4158,78209,14.12
4159,78210,11.3
4160,78211,11.18
4161,78212,4.92
4162,78213,6.21
4163,78214,14.08
4164,78215,15.18
4165,78216,10.84
4166,78217,6.79
4167,78218,9.8
4168,78219,8.31
4169,78220,5.57
4170,78221,14.23
4171,78222,10.85
4172,78223,12.73
4173,78224,12.04
4174,78225,12.1
4175,78226,10.69
4176,78227,10.5
4177,78228,10.97
4178,78229,10.31
4179,78230,10.31
4180,78231,11.82
4181,78232,8.03
4182,78233,9.76
4183,78234,8.89
4184,78235,8.56
4185,78236,12.92
4186,78237,13.49
4187,78238,8.87
4188,78239,7.47
4189,78240,9.44
4190,78241,11.21
4191,78242,9.6
4192,78243,7.95
4193,78244,11.32
4194,78245,6.67
4195,78246,13.51
4196,78247,12.09
4197,78248,11.69
4198,78249,6.84
4199,78250,11.68
4200,78251,7.63
4201,78252,9.87
4202,78253,12.27
4203,78254,6.84
4204,78255,7.58
4205,78256,7.58
4206,78257,9.8
4207,78258,9.15
4208,78259,9.12
4209,78260,9.23
4210,78261,5.56
4211,78262,11.96
4212,78263,8.79
4213,78264,9.95
4214,78265,6.16
4215,78266,9.89
4216,78267,7.47
4217,78268,5.61
4218,78269,12.73
4219,78270,7.47
4220,78271,11.14
4221,78272,10.78
4222,78273,10.26
4223,78274,8.35
4224,78275,7.58
4225,78276,12.64
4226,78277,8.53
4227,78278,9.56
4228,78279,12.67
4229,78280,11.01
4230,78281,7.58
4231,78282,9.53
4232,78283,13.51
4233,78284,5.98
4234,78285,9.87
4235,78286,10.69
4236,78287,10.31
4237,78288,11.0
4238,78289,9.76
4239,78290,9.39
4240,78291,8.54
4241,78292,10.26
4242,78293,11.03
4243,78294,11.32
4244,78295,8.89
4245,78296,15.01
4246,78297,12.76
4247,78298,6.46
4248,78299,9.65
4249,78300,10.01
4250,78301,13.51
4251,78302,10.97
4252,78303,13.45
4253,78304,12.01
4254,78305,11.36
4255,78306,8.62
4256,78307,10.33
4257,78308,9.22
4258,78309,8.89
4259,78310,10.69
4260,78311,13.87
4261,78312,11.77
4262,78313,8.03
4263,78314,8.93
4264,78315,10.45
4265,78316,13.84
4266,78317,11.3
4267,78318,9.97
4268,78319,13.94
4269,78320,7.58
4270,78321,7.79
4271,78322,13.84
4272,78323,6.84
4273,78324,16.81
4274,78325,10.69
4275,78326,9.24
4276,78327,13.21
4277,78328,6.79
4278,78329,11.14
4279,78330,6.84
4280,78331,9.14
4281,78332,11.14
4282,78333,11.2
4283,78334,10.31
4284,78335,12.19
4285,78336,9.89
4286,78337,8.57
4287,78338,11.84
4288,78339,6.84
4289,78340,14.17
4290,78341,9.23
4291,78342,7.47
4292,78343,11.02
4293,78344,9.23
4294,78345,11.92
4295,78346,6.73
